,0,1,2,3,4,5,6,7,8,9,10,11
0,-0.00580362836426112,0.0028250801522471366,0.003691531532359118,0.003744894243109993,0.0020567509232406484,0.0024551074929398693,0.002011881740905212,0.0014904573342606276,0.002642155044366588,-0.0005426582351682187,-0.001281890256588234,0.0003996094684901602
1,0.014128790387938699,0.009910106639451827,0.006785528347744717,0.0035071567939906167,0.003758737906471304,0.0012670726780812493,0.0009193952172791805,-0.0040512704647353405,-0.0031343835288564956,-0.0045386117867330916,-0.002786899418315961,-0.0009602822117033079
2,0.01579004820985664,0.02221139660316781,0.01954179336187118,0.01395465387788217,0.009171477410109888,0.009019138752905963,0.011649065288375683,0.009949081605510265,0.010153116079171506,0.005989515708289353,0.0067920092861184864,0.005664964489243886
3,0.050452799574425895,0.0370689830072278,0.020289091955039376,0.017527542564673527,0.014082840243564133,0.017785272271843695,0.01604489495754294,0.013861651038833495,0.008942711402116285,0.005746133722773785,0.00400979079187485,0.0041097245773574365
4,0.08234913730996585,0.06664141555693506,0.03813779552647998,0.03492222804427141,0.020503104210758818,0.01876432943581187,0.016323415554622762,0.007276036995643518,0.012435375337843163,0.0075488936317238825,0.006440737370756933,0.006599377278208252
5,0.030055605651377413,0.01666566097603805,0.009444645796735119,0.010707224083106273,0.009132149434533988,0.008279822420521589,0.014265749384976236,0.010304780012384378,0.009967524864038466,0.005202636085573273,0.003703728954043992,0.00433257376454608
6,-0.009211515645099273,0.005152538402494412,0.006599063103099422,0.012237781081394875,0.006401179426803189,0.004586179704600084,0.011846822176428231,0.009537914000617785,0.005126900573015406,0.0016509177895555462,0.002056249449509705,0.002318477315658332
7,0.04905883058234474,0.0352596398799364,0.02587534985448865,0.028084837935899498,0.024093046251185593,0.026632391344244458,0.02295286545742605,0.0154261168761591,0.014333950283599965,0.009163789604451323,0.00823749250206189,0.008924809402966293
8,0.0534791401475069,0.03458512164237846,0.03160019126462585,0.03054799802873437,0.027285617621385885,0.03008907375454926,0.027979722144947136,0.02406918578045312,0.022967635331589156,0.01706833854655777,0.012359850221468262,0.012754484514738328
9,0.07157566057781965,0.06041029791163846,0.03853519060770255,0.03387687498461115,0.03515692297637998,0.033269150279065796,0.02824544438561646,0.024897638689910257,0.02206425899255827,0.01453099876516075,0.012981318916212787,0.01053073315986608
10,0.09620419221183815,0.06655483808036372,0.03575630761479325,0.034610765850831705,0.031183529027999184,0.02990437799472205,0.025809521356203628,0.02092347563022747,0.015890103038745135,0.015684172245352953,0.010179331788106837,0.011065272986581384
11,-0.016710488003915433,-0.006786213801905458,-0.002104924118523586,0.008923294173068322,0.008971208927398956,0.011964160678832493,0.012309336481809078,0.0058581329039262015,0.006479582034597132,0.003586635325477827,0.003342085115809024,0.004571347678812072
12,0.01711353990667287,0.015275006538885203,0.020185831553342026,0.020115938731454,0.0197987066811633,0.02131070735323644,0.020028416242388238,0.015031661109884492,0.013524255820843264,0.010210475224349773,0.009275070585273647,0.007725431956482228
13,0.036500267936468475,0.04206171399193573,0.03367393836904086,0.031081695573772303,0.03626655881437427,0.0310047035491782,0.024912217556306595,0.021974495058511984,0.020462040565695182,0.014962421498313764,0.010312394510607191,0.01077403726162382
14,0.06518153827727352,0.049510676213519914,0.045340278317630434,0.05179118434018809,0.04342343041981895,0.03786609551783044,0.03093317047704876,0.026946527400954136,0.025680005005839793,0.019989571554094074,0.016100279106205755,0.013734008599970971
15,0.05260951222962512,0.05291098200251482,0.04227111806697326,0.045242226142877956,0.04222501008007521,0.03763476377786507,0.03296314864612355,0.026615381531810714,0.02630009432974223,0.020205984592084895,0.017765828776014223,0.016933038084320118
16,0.04834072080812906,0.09204992722672357,0.06635761566669802,0.06043177236911482,0.04817775526176801,0.04493406815278245,0.03915235617916672,0.03634367648169553,0.031919361682851616,0.027114048861790665,0.022734197217779153,0.02281540017856732
17,0.07544517794036505,0.0769353350508437,0.07149175445434122,0.06043232718581009,0.06048801446348479,0.05418800431031103,0.05723023264304824,0.04333296572286597,0.03870684374748324,0.032185813561756205,0.027498381263438336,0.026394006073894874
18,0.08366551826561251,0.06894661654761844,0.04076510775379948,0.046668591837085945,0.038662854953278994,0.048737242267953784,0.04241421372177117,0.03798194051950202,0.03514163886054166,0.027197230733260427,0.023936402404931823,0.02237196626058104
19,0.06256006352994703,0.04585044262804093,0.03993443455684877,0.03605256475385625,0.03795803150777722,0.03389704258640608,0.032683007910547096,0.025392014618748668,0.02391690950367632,0.018951407927985983,0.015728744960717776,0.013701572159421261
20,0.005551762594201464,0.0380692993097652,0.03359612847611283,0.04117265819925503,0.02798368682479883,0.03029140752895381,0.02820158447700251,0.02328124000139421,0.031117772847047045,0.02478411840861245,0.02306446810825373,0.021567799944903297
21,0.028569605875588308,0.036924593055108826,0.03017461525981011,0.02044135998632021,0.017092719817722146,0.01922199423085043,0.026809971621920545,0.029004416690856002,0.024647414236437393,0.01725927969326764,0.01605269732718241,0.01525782500095675
22,0.06092118751044646,0.04572860633032307,0.030659040145304992,0.02885932580920279,0.025092254226473435,0.021101989712117304,0.035780226714960825,0.02681590065127614,0.03372012667172874,0.013189130330165584,0.009080703546465166,0.008135540178384856
23,0.08392604973287662,0.04800083442962736,0.03566451469909675,0.04084340077805085,0.028661975319811985,0.03542041664244718,0.02574716788231997,0.02202306003008486,0.020811020211396965,0.01569625268017741,0.010347889730202817,0.009269612996737656
