,2020-07-01,2020-08-01,2021-07-01,2022-04-01,2023-03-01,2023-04-01
0,-0.030429875435984743,-0.032398405421395604,0.007685649683819684,0.01457138320125484,0.01137087870219089,-0.06528639403445602
1,-0.03867905133869198,-0.04244510112922806,0.06904314608067852,-0.022959549833349246,0.005949392901179351,
2,-0.057893225956411665,-0.03886872957459386,,-0.08509662510192706,0.017399681016927904,
3,0.050389804482548484,-0.0530995907901437,,,0.01798796646003109,
4,0.012695450283475185,-0.04728244877750487,,,0.027492687971511387,
5,0.016352220015380392,-0.0641937564453211,,,0.013176219824466928,
6,0.018030635356710012,-0.04277376428949409,,,0.023518097254076276,
7,0.03113895300695435,-0.03686058280266813,,,0.034439941867487,
8,-0.008486141006724957,0.0045014415517451445,,,,
9,0.00862240614228127,-0.02918495611417904,,,,
10,0.007912909500365162,-0.010738542276132801,,,,
11,0.017254588620442934,-0.010996903787627077,,,,
12,0.0023369911982825675,-0.046002647267600505,,,,
13,-0.014075495301643315,-0.03816405757242669,,,,
14,0.001891941940001085,-0.032731824454668046,,,,
15,-0.024913207031409423,-0.027833790731860653,,,,
16,-0.049792549200438074,-0.04885176971914784,,,,
17,-0.0449030660112536,-0.06276757537991784,,,,
18,-0.06192032984291862,-0.06840389203635977,,,,
19,-0.07313332609639178,-0.07810236284403327,,,,
20,-0.08144101705020346,,,,,
21,-0.0751119679491975,,,,,
22,-0.08773749090674987,,,,,
23,-0.08993215153763656,,,,,
24,-0.10629581194119742,,,,,
25,-0.09861145529285453,,,,,
26,-0.12116774348541859,,,,,
27,-0.10804505981587831,,,,,
28,-0.10297731049042047,,,,,
29,-0.07795830439794305,,,,,
30,-0.09615004979969721,,,,,
31,-0.07572867554455065,,,,,
32,-0.07824544162820735,,,,,
33,-0.10406680581928418,,,,,
34,-0.09787264310699284,,,,,
35,-0.08459286721124382,,,,,
36,-0.09002994437386469,,,,,
37,-0.10392957673295455,,,,,
38,-0.11197994047950133,,,,,
39,-0.12510609410532414,,,,,
40,-0.1364398255676753,,,,,
41,-0.09979671520925759,,,,,
42,-0.09104198680673559,,,,,
